local_item_id,capsule_key,capsule_name,line,sub_category,intensity,intensity_max,cup_sizes,bean_type,origins,roast_level,aroma_profile,flavor_notes,body,bitterness,acidity,roasting,is_decaf,is_limited_edition,price_per_capsule_krw,created_at,updated_at
956,diavolitto_vertuo,디아볼리토,VERTUO,에스프레소,11,12,"[{""ml"": 40, ""type"": ""ESPRESSO""}]",,"[""과테말라"", ""니카라과""]",,"{""primary"": [""강한 로스팅"", ""스파이시"", ""우디""]}","커피 마니아를 위한 강도 높은 에스프레소로, 과테말라와 니카라과의 원두 블렌드를 강하게 로스팅하여 진하고 강렬한 풍미와 크리미한 질감이 균형을 이루는 커피입니다.",5,4,2,5,f,f,770,2026-02-23 10:39:14.863287,2026-02-23 10:39:14.863287
957,il_caffe_vertuo,일카페,VERTUO,에스프레소,11,12,"[{""ml"": 40, ""type"": ""ESPRESSO""}]",,"[""베트남"", ""인도"", ""콜롬비아""]",DARK,"{""primary"": [""코코아"", ""강한 로스팅"", ""구운 곡물""]}",다크 로스팅한 베트남과 인도산 원두 블렌드가 진한 곡물향과 벨벳같이 부드러운 질감을 선사하고 다크 로스팅한 콜롬비아 원두의 고소함이 더해진 에스프레소 커피입니다.,4,4,1,5,f,f,770,2026-02-23 10:39:14.8654,2026-02-23 10:39:14.8654
958,altissio_vertuo,알티시오,VERTUO,에스프레소,9,12,"[{""ml"": 40, ""type"": ""ESPRESSO""}]",Arabica & Robusta,"[""브라질"", ""코스타리카""]",DARK,"{""primary"": [""강한 로스팅""]}",부드럽고 고소한 곡물향을 선사하는 코스타리카 아라비카와 브라질 아라비카에 소량의 로부스타 원두를 블렌드하여 풍부하고 진한 바디감을 더해 완성한 에스프레소 커피입니다. 대부분의 아라비카 원두는 짧은 시간 다크 로스팅하여 풍부한 바디감의 볼드한 에스프레소 커피가 탄생했습니다.,4,3,2,4,f,f,770,2026-02-23 10:39:14.867452,2026-02-23 10:39:14.867452
959,orafio_vertuo,오라피오,VERTUO,에스프레소,6,14,"[{""ml"": 40, ""type"": ""ESPRESSO""}]",Arabica & Robusta,"[""브라질"", ""코스타리카"", ""우간다""]",,"{""primary"": [""캐러멜""]}","브라질과 코스타리카의 아라비카 원두와 우간다산 로부스타를 블렌딩해 가벼운 바디감과 부드러운 풍미를 선사하며, 은은한 산미로 완성되는 고급스러운 커피입니다.",3,3,3,3,f,f,770,2026-02-23 10:39:14.869195,2026-02-23 10:39:14.869195
960,voltesso_vertuo,볼테소,VERTUO,에스프레소,4,14,"[{""ml"": 40, ""type"": ""ESPRESSO""}]",Arabica,"[""브라질"", ""콜롬비아""]",LIGHT,"{""primary"": [""마일드""]}",라이트 로스팅한 브라질과 콜롬비아의 아라비카 원두를 블렌드하여 특유의 달콤한 풍미를 선사하는 에스프레소 커피입니다. 달콤한 비스킷향과 감미로운 와인향에 부드럽게 균형잡힌 커피입니다.,2,2,4,2,f,f,770,2026-02-23 10:39:14.871638,2026-02-23 10:39:14.871638
961,bianco_piccolo_for_milk_vertuo,비앙코 피콜로 포 밀크,VERTUO,에스프레소,,,"[{""ml"": 40, ""type"": ""ESPRESSO""}]",Arabica,"[""콜롬비아"", ""브라질"", ""에티오피아""]",,"{""primary"": [""부드러움""]}","풍부한 로스팅향과 부드러운 풍미를 선사하는 커피로 우유와 완벽한 조화를 이룹니다. 콜롬비아, 브라질, 에티오피아 등 다양한 원산지의 아라비카 원두를 최적의 비율로 블렌딩한 후 우유의 크리미하고 달콤한 풍미와 잘 어울리도록 로스팅하여 커피의 풍부한 로스팅향이 돋보이는 커피입니다.",,2,1,3,f,f,770,2026-02-23 10:39:14.87336,2026-02-23 10:39:14.87336
962,double_espresso_chiaro_decaffeinato_vertuo,더블 에스프레소 키아로 디카페나토,VERTUO,더블 에스프레소,8,12,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",Arabica,"[""브라질"", ""콜롬비아""]",,"{""primary"": [""우디"", ""구운 곡물""]}","강렬하지만 균형잡힌 더블 에스프레소 커피로, 와일드한 풍미의 우디향과 구운 곡물향이 조화를 이루며 깔끔한 에프터 테이스트를 선사합니다.",4,3,2,3,t,f,970,2026-02-23 10:39:14.875494,2026-02-23 10:39:14.875494
963,active_vertuo,액티브,VERTUO,더블 에스프레소,,,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",Arabica,"[""에티오피아"", ""인도네시아""]",,"{""primary"": [""바닐라"", ""아몬드""]}",산뜻한 아몬드향과 바닐라향이 어우러진 액티브는 에티오피아와 인도네시아의 아라비카 원두를 블렌드하여 부드럽고 달콤한 비스킷향이 돋보이는 커피입니다. 비타민 B6를 함유한 아이스 추천 커피입니다.,,,,,f,f,1100,2026-02-23 10:39:14.877445,2026-02-23 10:39:14.877445
964,ginseng_delight_vertuo,진생 딜라이트,VERTUO,더블 에스프레소,,,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",Arabica & Robusta,"[""브라질"", ""멕시코"", ""우간다""]",,"{""primary"": [""캐러멜""]}",브라질산 아라비카 원두에 습식 가공한 멕시코 아라비카 원두와 우간다 로부스타를 블렌드한 커피에 달콤한 캐러멜향과 인삼 추출물이 함유되어 있습니다. 은은한 인삼향에 캐러멜과 고소한 비스킷 케이크의 향이 어우러진 부드럽고 부담 없는 커피입니다.,3,2,3,3,f,f,1100,2026-02-23 10:39:14.879137,2026-02-23 10:39:14.879137
965,double_espresso_dolce_vertuo,더블 에스프레소 돌체,VERTUO,더블 에스프레소,5,12,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",Arabica & Robusta,"[""브라질"", ""멕시코"", ""우간다""]",SPLIT_LIGHT_DARK,"{""primary"": [""곡물"", ""캐러멜"", ""맥아""]}","브라질과 멕시코 원두의 맥아향과 우간다 원두의 고소한 곡물향을 블렌드하여 달콤함과 부드러움을 전하는 균형 잡힌 커피입니다. 남미 아라비카 원두는 라이트 로스팅으로 달콤함을 살리고, 아라비카와 로부스타 원두 블렌드는 다크 로스팅을 진행해 균형감을 더해 줍니다.",3,2,3,3,f,f,930,2026-02-23 10:39:14.884057,2026-02-23 10:39:14.884057
966,double_espresso_chiaro,더블 에스프레소 키아로,VERTUO,더블 에스프레소,8,12,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",아라비카,"[""브라질"", ""콜롬비아""]",MEDIUM,"{""primary"": [""우디"", ""구운 곡물""]}",브라질과 콜롬비아의 아라비카 원두를 짧은 시간 강하게 블렌드 하여 우디 향과 로스팅 향이 조화롭게 어우러진 커피입니다. 근사한 식사를 완성하는 가장 마지막 코스로 더블 에스프레소 키아로를 즐겨보세요. 더블 에스프레소 키아로의 우디 향이 우유와 만나면 캐러멜 향으로 발전해 달콤하고 크리미한 라테로 즐기기에 좋습니다.,4,3,2,3,f,f,930,2026-02-23 10:39:14.885908,2026-02-23 10:39:14.885908
967,double_espresso_dolce,더블 에스프레소 돌체,VERTUO,더블 에스프레소,5,12,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]","아라비카, 로부스타","[""브라질"", ""멕시코"", ""우간다""]",SPLIT_LIGHT_DARK,"{""primary"": [""곡물"", ""캐러멜"", ""맥아""]}","브라질과 멕시코 원두의 맥아향과 우간다 원두의 고소한 곡물향을 블렌드 하여 달콤함과 부드러움을 전하는 균형 잡힌 커피입니다. 남미 아라비카 원두는 라이트 로스팅으로 진행되어 달콤함을 살리고, 아라비카와 로부스타 원두 블렌드는 조금 더 길게 다크 로스팅을 진행해, 균형감을 더해 줍니다.",3,2,3,3,f,f,930,2026-02-23 10:39:14.887572,2026-02-23 10:39:14.887572
968,double_espresso_scuro,더블 에스프레소 스쿠로,VERTUO,더블 에스프레소,11,14,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",Arabica & Robusta,"[""코스타리카"", ""과테말라""]",DARK,"{""primary"": [""코코아""]}",강하게 다크 로스팅 한 코스타리카산 아라비카와 과테말라산 로부스타를 블렌드하여 진한 다크 코코아와 섬세한 바닐라 향과 함께 스모키 한 풍미가 돋보이는 커피입니다.,4,4,1,4,f,f,930,2026-02-23 10:39:14.891007,2026-02-23 10:39:14.891007
969,bianco_doppio_for_milk,비앙코 도피오 포 밀크,VERTUO,더블 에스프레소,,,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",아라비카,"[""케냐"", ""콜롬비아"", ""니카라과""]",LIGHT,"{""primary"": [""캐러멜""]}","케냐, 콜롬비아, 니카라과산 아라비카 원두를 라이트 로스팅하여 각 원두의 다양한 아로마 특징을 살리고, 개별 로스팅을 통해 달콤한 캐러멜향과 부드러운 질감을 더했습니다. 우유와 함께 즐길 때 부드럽고 크리미한 질감이 더욱 돋보입니다.",,,,,f,f,930,2026-02-23 10:39:14.893555,2026-02-23 10:39:14.893555
970,ice_leggero,아이스 레제로,VERTUO,더블 에스프레소,,,"[{""ml"": 80, ""type"": ""DOUBLE_ESPRESSO""}]",100% Arabica,"[""에티오피아"", ""인도네시아""]",SPLIT_LIGHT_DARK,"{""primary"": [""과일""]}",라이트 로스팅한 에티오피아산 아라비카의 섬세한 청량감과 미디엄 로스팅한 인도네시아산 아라비카의 균형 잡힌 맛이 조화를 이루며 산뜻하고 마일드한 아이스 커피입니다.,,,,,f,f,930,2026-02-23 10:39:14.895657,2026-02-23 10:39:14.895657
971,melozio_go,멜로지오 고,VERTUO,머그,6,12,"[{""ml"": 230, ""type"": ""MUG""}]",Arabica,"[""라틴 아메리카""]",,"{""primary"": [""비스킷"", ""구운 곡물""]}","부드러운 바디감과 꿨 같은 달콤함이 어우러진 라틴 아메리카산 아라비카 블렌드. 카페인을 더해 익숙한 멜로지오의 맛은 그대로, 한층 더 활력을 담았습니다.",3,2,1,3,f,f,1200,2026-02-23 10:39:14.899331,2026-02-23 10:39:14.899331
972,white_chocolate_strawberry,화이트 초콜릿 & 스트로베리향 커피,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""브라질"", ""콜롬비아"", ""아프리카""]",MEDIUM_DARK,"{""primary"": [""화이트 초콜릿"", ""딸기""]}","100% 아라비카 원두 블렌드가 만들어내는 벨벳처럼 부드러운 질감과 과즙 가득한 풍미. 브라질·콜롬비아 원두는 짧게 미디엄 다크 로스팅해 달콤함을 살리고, 아프리카산 아라비카는 더 길게 로스팅해 부드러운 질감을 완성했습니다. 로스팅 후 향을 더한 가향 커피입니다.",,,,,f,t,1200,2026-02-23 10:39:14.901163,2026-02-23 10:39:14.901163
973,melozio_decaffeinato,멜로지오 디카페나토,VERTUO,머그,6,12,"[{""ml"": 230, ""type"": ""MUG""}]",100% Arabica,"[""브라질"", ""중앙 아메리카""]",,"{""primary"": [""비스킷"", ""구운 곡물""]}",멜로지오와 같이 달콤함과 특유의 고소한 곡물향의 멜로지오 디카페나토는 카페인을 제거한 브라질산 아라비카 버번종과 라이트 로스팅한 중앙 아메리카산 아라비카 블렌드로 부드러운 곡물향과 달콤한 꿨맛이 어우러진 디카페인 커피입니다.,3,2,3,3,t,f,1050,2026-02-23 10:39:14.903113,2026-02-23 10:39:14.903113
974,melozio,멜로지오,VERTUO,머그,6,14,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""브라질"", ""중앙 아메리카""]",LIGHT,"{""primary"": [""마일드"", ""비스킷"", ""구운 곡물""]}",달콤함과 특유의 고소한 곡물향으로 널리 사랑받는 브라질산 아라비카 버번종과 라이트 로스팅한 중앙 아메리카산 아라비카 블렌드로 부드러운 곡물향과 달콤한 꽀맛이 어우러져 한모금 만으로 누구나 반할만 한 커피입니다.,3,2,3,3,f,f,1000,2026-02-23 10:39:14.90576,2026-02-23 10:39:14.90576
975,vivida,비비다,VERTUO,머그,6,12,"[{""ml"": 230, ""type"": ""MUG""}]",Arabica,"[""브라질""]",,"{""primary"": [""곡물"", ""비스킷""]}",브라질산 아라비카의 고급스럽고 달콤한 곡물향에 부드러운 질감으로 완성된 커피에 비타민 B12를 더한 블렌드입니다.,3,2,3,3,f,f,1200,2026-02-23 10:39:14.907658,2026-02-23 10:39:14.907658
976,sweet_vanilla_decaffeinato,스위트 바닐라향 디카페나토,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""라틴 아메리카""]",MEDIUM,"{""primary"": [""바닐라"", ""비스킷""]}",미디엄 로스팅한 라틴 아메리카산 아라비카 원두에 천연 바닐라향을 더해 완성한 디카페인 커피로 풍부한 바닐라향을 선사합니다. 은은한 캐러멜향과 바닐라 케이크 풍미로 바쁜 일상을 잠시 멈추고 나만의 여유를 느껴보세요.,2,2,2,2,t,f,1150,2026-02-23 10:39:14.910635,2026-02-23 10:39:14.910635
977,el_salvador,엘살바도르,VERTUO,머그,5,12,"[{""ml"": 230, ""type"": ""MUG""}]",100% Arabica,"[""엘살바도르""]",LIGHT,"{""primary"": [""비스킷"", ""잘 익은 과일""]}",엘살바도르 화산토의 나무 그늘 아래에서 자란 아라비카를 레드 허니 가공하여 달콤한 과일쟼향과 비스킷향이 어우러진 부드러운 싱글 오리진 커피입니다.,2,1,4,2,f,f,1100,2026-02-23 10:39:14.912573,2026-02-23 10:39:14.912573
978,mexico,멕시코,VERTUO,머그,7,14,"[{""ml"": 230, ""type"": ""MUG""}]","아라비카, 로부스타","[""멕시코""]",MEDIUM,"{""primary"": [""스파이시"", ""우디""]}","멕시코 아라비카 원두에 이중 습식 가공한 로부스타를 블렌드하여 강렴하고 와일드한 풍미를 선사하며 섬세한 우디향과 스파이시향을 담은 커피입니다. 아라비카에만 적용했던 이중 습식 가공법을 로부스타에도 적용해 깊은 바디감과 강렴하고 뚜렷한 로스팅향, 와일드한 풍미를 완성했습니다.",3,3,2,3,f,f,1100,2026-02-23 10:39:14.914157,2026-02-23 10:39:14.914157
979,ice_forte,아이스 포르테,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""콜롬비아"", ""인도네시아"", ""에티오피아""]",MEDIUM_DARK,"{""primary"": [""로스팅"", ""우디"", ""곡물""]}","남미산 아라비카 원두가 인도네시아 및 에티오피아산 아라비카를 만나 강렴한 미디엄-다크 로스팅 블렌드의 아이스 커피입니다. 에티오피아산 아라비카는 꽃향을 극대화하기 위해 라이트 로스팅으로, 나머지 배치는 균형감을 위해 미디엄 로스팅으로 진행했습니다.",,,,,f,f,1000,2026-02-23 10:39:14.915754,2026-02-23 10:39:14.915754
980,intenso,인텐소,VERTUO,머그,9,14,"[{""ml"": 230, ""type"": ""MUG""}]",Arabica & Robusta,"[""라틴 아메리카"", ""니카라과""]",DARK,"{""primary"": [""캐러멜"", ""강한 로스팅""]}",다크 로스팅하여 캐러멜라이즈된 달콤한 풍미의 라틴 아메리카 원두와 진하고 쑩싸름한 니카라과산 로부스타 원두를 블렌딩하여 깊고 진한 풍미와 캐러멜향과 로스팅향의 긴 여운을 선사하는 커피입니다.,5,4,2,4,f,f,1000,2026-02-23 10:39:14.917322,2026-02-23 10:39:14.917322
981,stormio,스토미오,VERTUO,머그,8,12,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""니카라과"", ""과테말라""]",DARK,"{""primary"": [""강한 로스팅""]}",니카라과와 과테말라산 아라비카 원두를 오랜 시간 천천히 다크 로스팅하여 폭풍 같이 강렴한 풍미에 곡물향과 더불어 스파이시향과 우디향을 더해 보다 다채로운 아로마를 선사하는 커피입니다.,4,4,1,4,f,f,1000,2026-02-23 10:39:14.919204,2026-02-23 10:39:14.919204
982,odacio,오다치오,VERTUO,머그,7,12,"[{""ml"": 230, ""type"": ""MUG""}]",100% Arabica,"[""니카라과"", ""에티오피아""]",LIGHT,"{""primary"": [""강한 로스팅"", ""구운 곡물""]}",풍성한 바디감과 섬세한 산미로 생동감 넘치는 커피로 니카라과산 아라비카와 에티오피아산 원두를 라이트 로스팅하여 로스팅향과 곡물향의 조화에 은은한 과일향의 섬세한 산미까지 다채로운 맛을 선사하는 커피입니다.,4,2,3,2,f,f,1000,2026-02-23 10:39:14.921621,2026-02-23 10:39:14.921621
983,solelio,솔레리오,VERTUO,머그,2,14,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""케냐"", ""콜롬비아""]",LIGHT,"{""primary"": [""시트러스""]}",라이트 로스팅한 케냐와 콜롬비아산 아라비카 블렌드로 싱그러운 과일향과 과즙의 산미가 돋보여 보다 부드럽게 보다 편안하게 하루의 시작을 함께하기 좋은 커피입니다.,1,1,3,1,f,f,1000,2026-02-23 10:39:14.923977,2026-02-23 10:39:14.923977
984,half_caffeinato,하프 카페나토,VERTUO,머그,5,12,"[{""ml"": 230, ""type"": ""MUG""}]",100% Arabica,"[""브라질"", ""에티오피아""]",,"{""primary"": [""마일드""]}",브라질산 아라비카와 에티오피아산 아라비카를 블렌드해 부드러운 질감에 달콤하고 섬세한 비스킷 향을 즐길 수 있는 커피. 일반 원두와 디카페인 원두를 각각 절반씩 블렌드하여 카페인 함량을 줄인 하프 디카페인 블렌드입니다.,2,,,,f,f,1000,2026-02-23 10:39:14.928154,2026-02-23 10:39:14.928154
985,bianco_forte_for_milk,비앙코 포르테 포 밀크,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""콜롬비아"", ""케냐""]",DARK,"{""primary"": [""균형감"", ""강한 로스팅""]}","엄선한 콜롬비아와 케냐산 아라비카를 다크 로스팅하여 커피의 풍부한 로스팅향과 곡물향이 돋보이는 커피로, 우유를 더했을 때 커피의 진한 향과 우유의 달콤함이 다이나믹한 균형을 이룹니다.",,,,,f,f,1000,2026-02-23 10:39:14.929913,2026-02-23 10:39:14.929913
986,sweet_vanilla,스위트 바닐라향 커피,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",Arabica,"[""남미"", ""아프리카""]",LIGHT,"{""primary"": [""바닐라""]}",라이트 로스팅 아라비카 블렌드에 부드러운 바닐라향이 감싸 달콤한 비스킷향과 곡물향의 섬세한 아라비카 베이스에 클래식한 바닐라향이 만나 기쁨을 더하는 가향 커피입니다.,2,1,1,2,f,f,1100,2026-02-23 10:39:14.931672,2026-02-23 10:39:14.931672
987,golden_caramel,골든 캐러멜향 커피,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""남미"", ""아프리카""]",LIGHT,"{""primary"": [""캐러멜""]}",라이트 로스팅 아라비카 블렌드에 달콤한 캐러멜향이 감싸 나를 위한 작지만 호화로운 사치를 선물합니다. 달콤한 비스킷향과 곡물향의 섬세한 아라비카 베이스에 클래식한 캐러멜향이 만나 기쁨을 더합니다. 가향 커피입니다.,3,1,1,2,f,f,1100,2026-02-23 10:39:14.933657,2026-02-23 10:39:14.933657
988,roasted_hazelnut,로스티드 헤이즐넛향 커피,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",Arabica,"[""남미"", ""아프리카""]",LIGHT,"{""primary"": [""헤이즐넛""]}",라이트 로스팅 아라비카 블렌드에 캐러멜라이즈 견과류향이 감싸 달콤한 비스킷향과 곡물향의 섬세한 아라비카 베이스에 로스티드 헤이즐넛향이 만나 기쁨을 더하는 가향 커피입니다.,2,1,1,2,f,f,1100,2026-02-23 10:39:14.936083,2026-02-23 10:39:14.936083
989,rich_chocolate,리치 초콜릿향 커피,VERTUO,머그,,,"[{""ml"": 230, ""type"": ""MUG""}]",아라비카,"[""남미"", ""아프리카""]",LIGHT,"{""primary"": [""초콜릿""]}",라이트 로스팅 아라비카 블렌드에 다크 초콜릿향의 리치함이 감싸 나를 채우는 풍성한 만족감을 선물합니다. 달콤한 비스킷향과 곡물향의 섬세한 아라비카 베이스에 우아한 다크 초콜릿향이 만나 기쁨을 더합니다. 가향 커피입니다.,2,1,1,2,f,f,1100,2026-02-23 10:39:14.938045,2026-02-23 10:39:14.938045
